maneno,polarity
Kufutwa kwake marumaru mapema shughuli hakuwezi kushindika kabisa hakusadiki,0.0
ikiwa yatosha kuharibu filamu yako picha imeharibiwa matumizi daima seti sinema sehemu nje nyumba,0.0
chochote kilichochochea filamu hakiko mbali nami,0.0
Sinema ilikatishwa tamaa,0.0
kuna matatizo mengi hivi sijui nianzie wapi,0.0
Bila shaka hayo ipo adhabu nyengine kali,0.0
steve martin hutoa wonyesho kuchekesha jamaa mweupe tabaka,0.0
ongeza akili nyeupe yean hali mtu amecheza vizuri,0.0
sinema hufanya makosa mengi mazito,0.0
kwanza kuna maoni kutosha ubaguzi rangi mizaha kijamii kuudhi mtu,0.0
filamu imejawa kali ubaguzi rangi kuelekea weusi waliotupwa wazungu wanaonyeshwa moroni boob,0.0
Kuweka kando kadi mashindano mbio acheni kutazama kasoro sinema wanayoharibu latifas,0.0
Hapana pa kukimbilia,0.0
int aliona filamu hii ajili uhuru,0.0
Boti mvuke filamu muhimu historia yetu sinema,0.0
kutokea pili panya aina mykey mlipuko ndege kimya kimya mapema mwaka labda sinema maarufu sababu yenye kuchosha,0.0
Ingawa bado husikii makeywiy akisema kuna tani nyingi muziki kotekote kitu sinema ambacho sisi hukiona kawaida ambacho kilikuwa kikundi kikubwa chenye kupendeza 1928,0.0
Hata kuona ufupi miaka 25 ilishangazwa jinsi sinema ilivyo kudumu,0.0
vigumu kwake kuona polisi wakicheza batamzinga majani makavu njia kuwazia ikiwa yenye ukatili,0.0
Picha werevu umati bado miongoni mwa filamu bora miaka 80 ajabu,0.0
kule kubadilika badilika hisia mwenzi mtu katili anayeua kikatili dakika ijayo tangazo kibiashara mpira miguu haliaminiki kidogo,0.0
ifahamike filamu hii ingepokea tuzo tuzo nyingi hasa ambapo kuna filamu zenye kustahili huko,0.0
mwili nafsi awali 1947 kazi pekee,0.0
Jihn garfield anisti lilli pilmer william conda leeand aliyepigwa picha mmojawapo wataalamu wakubwa sinema kupata fursa kushindilia filamu hizo,0.0
Sidhani kuna sifa zozote kukomboa mabadiliko haya,0.0
Hii ndiyo sinema pekee mbaya aliyowahi kutengeneza,0.0
Basi kiovu hicho walicho nunua,0.0
Sinema hii kielelezo thabiti njama mbaya wazo baya njia yoyote ile,0.0
aibu kuona waigizaji wazuri thomerson jemu wakijiruzuku hali mbaya hii,0.0
Nilikuwa maoni mabaya,0.0
Sinema zote mbili mbaya kutokana jinsi zilivyoonekana mwaka 1986,0.0
Tuanze matatizo yote hasa yale ambayo profesa mkuu alifanya yalikuwa mabaya,0.0
mwandiko shaghala baghala lenye kasoro,0.0
Mfano bora jinsi maandishi yalivyopotoka yanapojulikana unaweza kuwageuza wale wanaoitwa zombies wanadamu kuondoa mkufu wenye kipande meteoriti,0.0
Mkurugenzi paul matthews ambaye aliongoza filamu yenye kutisha 1995 njia kusikitisha hajui jinsi kusonga filamu,0.0
sinema inachosha sehemu mbalimbali,0.0
Hakika mwangaza shaka mkali,0.0
sinema yaonekana bei rahisi bland,-0.16666666666666666
Mojawapo mambo yenye kuvunja moyo ukosefu mahali palipo wazi,0.0
Mkusanyiko huu haukufanya kazi vizuri uliopita shaka haufanyi kazi hapa,0.0
Picha zilikuwa mbaya,0.0
mfuatano uwazi angani ulionekana kana uliumbwa vishimo vidogo ajili miungu,0.0
mlipuko matangi gesi mwishoni ulikuwa mbaya,0.0
Sawa ninajiona mchambuzi haki mgonjwa kiasi sifa zinazotokana athari wanyama zilikuwa baridi,0.0
rota apenda mifupa meno yenye utelezi,0.0
kutoa muhtasari filamu wafugaji sinema yenye kuogofya inayopaswa kuepukwa virusi vya ebola,0.0
halipendekezwi,0.0
Hawezi kutazama kiwambo televisheni mrefu njia mbaya,0.0
Mbali risasi mbaya filamu ina mizigo mingi vitu vingine,0.0
Naelewa inayodhaniwa aina popcorn yenye bei haimaanishi lazima itukana kabisa akili yetu iwe imeandika njia ajabu hivi inaingilia mambo yenye kuudhi,0.0
Mavi weusi hutumia vipawa vikubwa vibaya hapa yuko hali kukosa adabu kabisa anapozuiwa kiwango ambacho hakika hakiruhusu,0.0
ile filamu pekee nyangavu kilima johana ambacho kitaonekana kisichotambulikana mashabiki chombo bora hivi karibuni sababu uzito aliopunguza kipindi katikati,0.0
sinema kwanza imebuniwa upya haikuwa matokeo yoyote,0.0
bajeti ndogo,0.0
Hii haikuonyeshwa plasta bali mwandiko wapar ulioazimwa kutokana maandishi awali,0.0
Hata hapa hapakuwa hatua yoyote inayofaa au mahali pa kazi kusawazisha mambo,0.0
Upigaji picha haukupanuka,0.0
haikuonyesha mandhari pana zilizokuwa sehemu awali,0.0
Kwa ujumla haikuwa uwezo kuwazia,0.0
halipendekezwi,0.0
inawezekana sinema mbaya kuliko hii,0.0
Hizi njama mlizo panga mjini mpate kuwatoa wenyewe,0.0
Hata wanawake wanapoonyesha hatimaye hakuna dalili maendeleo yanayotarajiwa kufikia ambapo sinema iko yako huenda ikawa imelala mbali,0.0
Jihadhari hii si sinema kishenzi ambayo kipindi takataka,0.0
Ninashindwa kuamini hivi tokeo jambo hili,0.0
ndiyo sababu ninaipitia vibaya,0.0
mtoto umri miaka 90 aliyefurahia maonyesho haya ninaweza kusema fahari nilifurahia katuni bora,0.0
vidole vidogo vya miguu vilibaki vibe 90 kutokeza katuni zenye kuchekesha zenye ncha kali zilizowahi kubuniwa,0.0
kumbukumbu nzito naweza kusema nilifurahia tukio bidhaa inayohusiana maonyesho hayo,0.0
Kwa urahisi hakuna katuni nyingine yoyote iliyonifanya nicheke njia wororo kabla kuanza kukaza fikira vijana vipindi vya televisheni vya giza,0.0
wahusika wenye kuchekesha upekee kutokuwa mtu mashuhuri kweli,0.0
Kila mhusika adabu aliyestahili kuitwa kiongozi,0.0
Na jambo khabari hii lilikuwa upana chembe haki Na hakika Mwenyezi Mungu Mwenye kusamehe Mwenye kurehemu,0.0
Inaonekana mistari iliandikwa kijana umri miaka kumi mitano ingawa wanajaribu kusikia mtoto umri miaka kumi mitano anavyojua vizuri mazungumzo,0.0
perabo ina kiwango kizuri nishati wazi yenye kustarehesha mbele kamera,0.0
Kwa wazi hakuna udhuru kufanya jambo hilo ambalo halifai,0.0
Ninaiona filamu hii nilifikiri hii filamu kipumbavu,0.0
jambo kipumbavu waliofikiri kuna volkeno los e malaikaes,0.0
Kwa kuzua mnatakataka,0.0
umalizio wangu sitajishughulisha sinema hii sababu volkeno los malaikas upuuzi,0.0
hadithi hii mbaya,0.0
Ndio jaza muwafaka,0.0
Na alama nyengine,0.0
kuna unafiki kutosha filamu hii kunifanya nipike,0.0
Usipoteze wako ukitazama filamu hii takataka isiyochunguzwa,0.0
Ninaamini weusi rangi waridi ulifanywa vizuri,0.0
wahusika wenye kupendeza unataka kujua kadiri sinema inavyoendelea nafikiri watashangazwa nani atakayeicheza kuifanya,0.0
Endelea kulitazama,0.0
Usiache kutazama hili,0.0
jambo kuchekesha,0.0
Kiwango changu 3 kati 10,0.0
wahusika wenye kupendeza kweli unawajali,0.0
wimbo wenye kuvutia matangazo mwisho,0.0
Usikose kufanya,0.0
Hii sehemu yenye ustadi utengenezaji filamu yenye vichwa vingi vinavyochemka kuchemka sehemu hii mapigano uchunguzi washairi bohemian miaka vita ambayo hupitana milipuko mabomu hewani londoni utulivu nje mwambao magharibi ukiondoa mipaka kati tamaa urafiki kupenda sanaa kujionea wasiwasi dhidi ushindani kujiona shujaa kujitoa,0.0
Hati werevu iliyokomaa ambayo hudokeza hutokeza mkazo wenye kutokeza sababu utendaji mkamilifu mbali ule tabasamu isiyo kawaida keira mjasiri huelekea kuelekezewa huu wahusika wanavyoutaja nyingi,0.0
picha zote maridadi dakika kutumia ustadi madaha pembe kamera nuru ikiwa picha filamu kuigiza mashuhuri nyumbani ajabu furaha kutazama,0.0
ikiwa yenye kupendeza daima kutazama bertluci mahusiano hapa yanasadikisha masimulizi baadhi mabwana hao hufanya kazi,0.0
Kanuni msingi inapotea sababu inaungwa mkono mtazamo usioelezeka wafanyakazi filamu,0.0
Haidhuru sinema inashindwa viwango vingi,0.0
Epuka kabisa,0.0
Niliiona filamu hii kristmas sinema nzuri,0.0
Imefikiriwa kirukanjia akili nyingi tangu amekuwa mwigizaji wangu maarufu,0.0
kitendo chake kando olvia de havilland kilikuwa chenye uangavu mwisho ulikuwa mzuri ajabu,0.0
Sikuzote nilikuwa nimejua kirukanjia mwigizaji hodari sababu baba alipenda mwigizaji nililelewa nikitazama filamu akiwa mtoto,0.0
rahisi nilipoitazama filamu hii nikatambua jinsi alivyo,0.0
mgonjwa atoa filamu hii 10 kati 10,0.0
Najua jam okonor nguvu hakuna mtu ambaye angeweza ila gegee hakuwa furaha,0.0
Kwa kweli hakuonekana kutaka mkaribishaji zilikuwa zenye kuchosha ambazo hazikujihusisha wageni,0.0
Msisimuaji kupendeza Boggack akiwa wanawake wengi wazuri waliomzunguka mtoto aliyetekwa nyara njama mbaya kanisa kigeni baadhi wanyanganyi wasio mpango kutoza kodi,0.0
Duza jammy shujaa kutunga hadithi akifuatana upeo wenye ubaridi utendaji ubalozi halina hatari kuzamika ndege aina black and white fomy foot,-0.08333333333333333
Na bado filamu nyingine nzuri ajabu mabwana wakubwa walio thabiti,0.0
Ni lazima niseme filamu hii ilitayarishwa vizuri sinema cifi filamu kawaida cifi,0.0
Imetokezwa vizuri watengenezaji bora sacot vandiver,0.0
Lakini yenye kutumbuiza,0.0
aina sinema yenye makelele inayofurahisha kutazama,0.0
kinakuwa kipindi chenye kuchosha sinema kuna sehemu nyingi zenye kuchekesha,0.0
sikuzote kifaa huwa chenye kutumbuiza kawaida,0.0
Furaha ujumla,0.0
sinema hii mbaya hivi imebuniwa,0.0
filamu haina vitisho vyovyote au mkazo baadhi maneno kitiba yanayotumiwa sehemu zote zacho inaogofya kusema machache kusema insulini hujitegemea mwenyewe ugonjwa kisukari,0.0
Ama ajionaye hana haja,0.0
Sinema hii hufanya kazi nzuri kufunua utata kazi magumu ajabu yanayokabili Afrika Kusini,0.0
Ninaamini mtu anapaswa kuona filamu hii ninavyofikiri wachache nje Afrika Kusini wanaoelewa historia kile kinachojaribiwa ukweli mchakato kupatanisha,0.0
Picha maridadi filamu hii,0.0
ajabu hadithi hizo zimefumwa kushonwa mbwa maridadi lazima zibebwe au zione,0.0
Usiogope maelezo siri yanastahili matibabu hapa pale mwaka 1010,-0.21
Ni wonyesho bora kabisa,0.0
bado kuna waigizaji wazuri mahali,0.0
Pia kuna uelekezaji upigaji picha,0.0
Ni kweli kabisa kutikisika lazima kuwe mashabiki wanaotetemeka,0.0
Mucbeth jason connery alinisukuma kutoa machozi sababu mwisho mshumaa ambayo iliondoa uchafu kiadili kufanya uso wenye giza uvutie,0.0
helen baxendendale bibi anayeaminika macbeth ambaye nyakati nyingine anaweza mchangamfu nyakati nyingine huonekana msichana mzembe kufisha ladha damu uovu,0.0
Ikiwa unapenda kufa kuoza maneno nyimbo hizo hukaririwa mtu huyo,0.0
Hili badiliko lenye kuchekesha lenye kupendeza kitabu dr seuss kilichopambwa ustadi kilicho bora kinachostahili kabisa tuzo lake chuo,0.0
Inapasa kutajwa hasa kuhusu muziki hali ambazo sehemu muhimu kusaidia kufanya katuni hii iwe yenye kukumbukwa kufurahisha,0.0
jal schradir kweli ametengeneza filamu kuhusu syshima ambayo tata,0.0
Yenye kutokeza ndege aina jahn bitoy zilizo rangi maridadi sinema mavazi makubwa utengenezaji eiko ishioka aliyevaa mavazi pekee polisi aina polas dracula ambayo alipata oscar ambayo yalistahiliwa,0.0
Hata kuruhusu thamani duni uzalishaji mwaka 1971 muundo chumba kidogo hiki baaaaad,0.0
Isipokuwa uwe nje ukusanye macho filamu zote zilizopo amastens kazi unaweza kuikosa,0.0
Ukiitazama kuna faraja ndogo waigizaji wachezao dada hufanya kazi nzuri ajabu wakiwa madaraka,0.0
Si vizuri kufanya,0.0
kusema muziki wenye kutabirika wenye madoido mengi,0.0
ile filamu ikaangusha mpira,0.0
Hii sinema yenye kuvutia,0.0
Za kijani kibivu,0.0
Lilionekana mchezo jukwaa wenye akili mchezo kuigiza ulio hisia kupita kiasi sababu kutazama jukwaa linalotisha kuhusu uwongo mweupe unaosababisha madhara makubwa,0.0
Wachezaji wakuu wana haraka haraka,0.0
tom wilkinson ilivunja moyo wangu mwishoni mtu aliyekuwa akihukumu kulingana kiasi kupunga mikono kunyoosha mikono kuelekea nyuso miongoni mwa wanaume wanawake vilevile,0.0
Washindani wameshinda,0.0
aweka hazina kitaifa,0.0
Nenda ujionee,0.0
Hii filamu nzuri,0.0
mandhari angani zilisifiwa,0.0
ulikuwa usawaziko ufaao vita upendo,0.0
filamu inatupa maana maneno ambayo hayajawahi kamwe historia mapambano wanadamu yame deni wengi wachache,0.0
kris kristphessen mzuri sinema hii kweli hutokeza tofauti,0.0
filamu nzuri mwelekezi mkuu,0.0
hii hakika hati bora ambazo zimeonekana kutazama mahusiano familia ndoa,0.0
Kuna makosa mengi mwendelezo ambayo mtumiaji alieleza magari tofauti tofauti gereji humfurahisha aliyenijia uhakika nywele uso hubadilika badilika mandhari nyingine,0.0
Hii sinema,0.0
10 kati nyota 10,0.0
Nashindwa kuona jinsi sinema hii iwezavyo kichocheo mtu yeyote nje au kushinda hofu kukataliwa,0.0
Biblia mbaya hivi inapaswa kuonwa sababu,0.0
Mbuga adhabu sehemu maridadi sinema,0.0
Picha iliyopigwa risasi kusini mwa jangwa cilifornia kutumia muundo filamu aina faux tatkins kutengeneza filamu tofauti nyingine,0.0
Hii filamu wanyama vipenzi zinazoweza kupatikana urahisi,0.0
Basi bora kwenu kukumbuka,0.0
Ndio Na nyinyi mlikuwa mkiihimiza,0.0
ilipendekezwa uangalifu,0.0
Ni vizuri ikiwa utaendelea kufikiri jinsi ilivyo mbaya,0.0
sehemu takataka inayochekesha inayoweza kutumiwa wowote,0.0
Yawaje itakapo fika roho koo,0.0
Uwezo mbaya kufanya ngono malaika hila mtaalamu kompyuta ambaye yuko nyumbani,0.0
filamu inayoelezea kitu chochote kisingizio kuonyesha tamasha kipuuzi,0.0
Hakika bahati,0.0
Lakini bado mwigizaji mbaya anayerudia sura mbele picha,0.0
Matokeo aibu,0.0
Anzisha filamu hii akilini mwako,0.0
mojawapo maonyesho mabaya,0.0
Kipindi hicho kingeanza maneno werevu mwenzake ambayo yangeondolewa kabisa ukuta kutoitwa ajili,0.0
ile kompyuta mafuta aina geek haikuaminika msichana sura mbaya ambaye waigizaji hawa,0.0
Hawakusikia ila ukelele usio shaka,0.0
Kila alipofungua kinywa chake unatarajia kukusikia ukiwaona watoto wakivuta plagi huruma iliyoua kipindi hiki kutisha,0.0
hadithi hazikuaminika waigizaji,0.0
Ulemavu ungekuwa njia bora kuufafanua,0.0
Stanwyck morgan njia nyingi sawa dickens christmas carol hisia,0.0
kufanikiwa filamu kwategemea kubebwa maua kijani kibichi sydney tabia alexander metaley,0.0
kiolezo chenye kuvutia kinachotumiwa kotekote sinema kito chenye kupendeza,0.0
mashabiki wakubwa michezo hopg filamu hii inaaibisha mtu yeyote kujichunguza mwenyewe,0.0
mistari inakata kitu kibaya,0.0
unaweza kupata filamu bora mtandao yetube,0.0
Punguza pesa zako njia mbaya inavyotokea,0.0
sinema kuigiza ambayo ilipaswa kuwekwa kulala milele,0.0
jinsi iid anavyofafanua kipindi hiki kigumu chenye maumivu makali filamu,0.0
ndivyo ilivyo sehemu sinema hii hivi inakuwa shaghalabaghala isiyoweza kufichua mambo mengi haya sinema zenye kushtua,0.0
Ni sinema nzuri au nzuri isiyotabirika,0.0
Gamba lake tupu sinema,0.0
Je jambo lisilofaa kupoteza wako au watoto wako uzito,0.0
kuepuka,0.0
Mtapelekewa muwako moto shaba wala hamtashinda,0.0
uhamisho mzuri,0.0
Mandhari nzuri yenye kuburudisha kutazama usiku manane,0.0
sinema imejaa dansi nzuri ajabu sababu kichwa sinema,0.0
muziki mandhari yenye kupendeza,0.0
linashughulikia masuala fulani magumu heshima madaha shaka lina uharibifu wenye kushtua hapa,0.0
raha nzuri ajabu humalizika vizuri,0.0
jambo kuu safari inayogusa mshiriki familia,0.0
sinema ihitajiyo kuona wowote inapokuja kufikiria uhakika tayari nimeikariri,0.0
huko hakuna jambo jipya,0.0
ambayo ilifanywa sinema pili,0.0
filamu haionyeshi matukio yoyote vitendo mambo machache kuchekesha,0.0
Uwanja una mashimo mengi kuliko marundo mawili samaki upande kuhariri hutobolewa njia kushangaza,0.0
kile kilicho duniani chuma kinachofanya kazi filamu hii,0.0
Nimetoka kuona filamu hii iipendekeza,0.0
Lina mpango mzuri ambao unavuta uangalifu wako anayeufanya mzuri ajabu kung wilkinson lilikuwa jambo zuri lilikuwa jambo zuri,0.0
sinema nzuri kwelikweli upendo usio masharti,0.0
Mhusika uume mtu ambaye hajajitayarisha ajili masaibu ambayo yakaribia kuanza achukua jambo hilo makini hadithi inapoendelea mwigizaji huyu mkuu atoa wonyesho unaokufanya uhisi uchungu mateso,0.0
Tabia nzuri ajabu ina nguvu inambidi kumtazama haraka kuelewa kitu,0.0
Wapitiaji filamu walipenda filamu,0.0
Kwa kweli niliipenda kuliko kumhoji mtu ugonjwa specheke nilivutiwa mji huu unaoelekea msongamano magari kuliko kujaribu kusafiri meli,0.0
ailiyah nzuri akasha sehemu zilizomlazimisha kuingia kwanza kucheza dansi ndogo,0.0
ushabiki mfululizo huu hasa sababu mtindo mchele kunyumbuka matibabu,0.0
Nadhani nilipendezwa maelezo madogo madogo udhaifu aliokuwa nao yaliaminika,0.0
mandhari mpira miguu mwisho zilikuwa zenye kutatanisha,0.0
Lakini niliona kutenda kwake kulikuwa kazi ustadi,0.0
Sehemu nje m bora kuliko iliyo sawa,0.0
sinema yenye kuvutia yenye hisia moyo mzuri,0.0
Ni chache mtengeneza filamu anapochukua kueleza hadithi maadili yenye kuheshimika uangalifu upendo ambayo haianguki mtego shoga kupita kiasi au anasa kupita kiasi,0.0
tisa kati kumi ajili filamu yenye kupendeza kwelikweli,0.0
filamu hii awali mwananchi ujao lucio ufulci nyongeza nzuri usukari giallo,0.0
hii visisimuaji bora vya mapema vya miaka 70,0.0
tamasha,0.0
mandhari hii yenye nguvu isiyopendeza,0.0
Kwa ufundi filamu imetengenezwa kamera zinazoimba uthabiti muziki wenye matokeo riz ortolani hasa kike isiyoandamana ambayo husikika kana inatoka kilima mbali,0.0
Hata sinema bado inapendwa mashabiki sinema zinazoitwa gallo,0.0
sinema yenye kupendeza tangu mwanzo mwisho,0.0
Nilipendezwa jinsi ambavyo mgomba vumbi tayari kufanya kitu akae mwana,0.0
filamu hii inafichua,0.0
Mimi binafsi nafikiri hilo laonyesha wapaswa kujifunza kulegeza msimamo kuwahusisha masuala,0.0
Hakika Moto mambo yaliyo makubwa kabisa,0.0
Nimechoka vitundu vya clich ambavyo maandishi mepesi hapa vinakuja vikiwa vimekolea kasi,0.0
linapiga picha sinema yenye baridi mhusika mkuu anapoona chumba chake kimelipuliwa,0.0
Huu ndio ufikisho,0.0
mpitiaji ponografia aliiita filamu iliyo sahihi,0.0
Waigizaji hutoa onyesho zuri hasa jennifer rubin jemue harris ambao hubadilika nyota wasiwasi mwanzoni kupitia matukio ajabu ambayo sehemu nyota yenye ubaridi,0.0
unajifunza mengi kuhusu hisia halisi sinema hii mambo mengi kuhusu biashara yenyewe sinema,0.0
ile sinema hali sinema mwanzoni mchezo unaochezwa kocha anayeigiza yenye kuvutia,0.0
Pia muziki kutia alama theluji yawezekana ndio muziki bora uliopata kusikiwa,0.0
Ndio wewe unasahau sinema hii,0.0
Kwa filamu hii ilitengenezwa,0.0
filamu ina picha hali kuihusu,0.0
Tokeo sinema ambayo haionekani vizuri,0.0
Hakuna kati hizo inayokufanya uwe shughuli nyingi au kuwasisimua,0.0
Plani upuuzi usiopendeza njia yoyote ile au usio kifani kwayo,0.0
mgeni hastahili sekunde wako,0.0
Nilikiona mtoto kule nyuma mwaka 1973 alipokuwa mgeni nilikipenda,0.0
matokeo yaliyo kati mwanaanga daktari mwanzoni mwa sinema mabadilishano kamili mtu akifikiria sinema hii ilifanywa vizuri vita baridi wanaanga hofu amegonga mtu huyo,0.0
sinema hii yenye kutisha,0.0
Niliipenda yenye kuogopesha,0.0
Ninapenda kelele sinema filamu zote zenye kutisha hii inajitokeza pale,-0.21
ukitaka hofu kweli imlipe kodi huyu,0.0
1010,0.0
Hii filamu isiyo kawaida,0.0
drama mahakama inavyoshurutisha shtaka mfumo haki kiAmerica,0.0
filamu hii inaonyesha kasoro msingi utaratibu kisheria ambazo hazihusu kugundua hatia au kutokuwa hatia bali zahusu nani aliye sifa nzuri mahakamani,0.0
filamu imepunguzwa mojawapo sinema bora mahakamani zinazotazamwa,0.0
Drama tv ambayo nyingi huwa mambo kawaida hutiwa moyo kutokana matokeo mazuri mchezo kuigiza kole,0.0
Saa upeo si saa mbaya,0.0
Ilikuwa wazi uwezo uwezo kungoa sehemu,0.0
anabeba filamu vizuri,0.0
Daima hufanya kitu kiwe kigumu huonekana uelewevu mzuri makusudio kisaikolojia,0.0
Inapendeza inasisimua kutazama ninatumaini itatolewa video au dMV,0.0
jinsi kipande hiki takataka kilivyopata kutolewa jambo lisiloweza kuelezeka wahusika wanavyoonekana matokeo kipekee yasiyo sahihi kabisa,0.0
Kwa kweli mnukaji huu unanuka taarifa video,0.0
Epuka kabisa,0.0
Safari nyota kuvuka mpaka mwisho ndiyo mbaya mfululizo,0.0
kutenda wanaohusika kunakotia wale walio shatner Nimoy vibaya kusafishwa kuwafanya waonekane wazee wazee kadiri wanavyoonekana maisha halisi matokeo kipekee yenye kuchukiza ambapo spwicki inalazimika kuokoa kirk mfuko ndege anapoanguka mlimani,0.0
Majaribio ucheshi yalikuwa kusikitisha hadithi mbaya hivi dubu anapaswa kufikiria hasa kinahusisha wizi ndege vulcan kutafuta mungu uzito sijali lolote filamu hii kutaja ihura anacheza dansi tumbo ajili walinzi kiume wanaongaa,0.0
sehemu pekee inayofaidi filamu hii iko takataka,0.0
ule uliokuwa mbaya kati mfululizo,0.0
Kuhariri filamu hii kulikuwa jambo ajabu maoni,0.0
wimbo ungeweza kueleza hisia moyo raia vizuri maisha jay amadams yalikuwa habari kuongea kijana aliyeimba wimbo ambayo huamsha hisia moyo nyingi,0.0
Picha sinema ilipigwa risasi njia yenye kupendeza,0.0
Maelezo Chini,0.0
Filamu ina mambo mengi yenye kupendeza kushangaza,0.0
achille philippa wanapoimba uzuri wimbo giovanni ambao hufafanua hali kikamilifu sinema unayothamini tabaka zenye hila filamu hii nzuri,0.0
hadithi inafunuka karne 18 utumizi muziki kipindi unaochezwa ala muziki mguso ulio mzuri,0.0
